cid,cmpdname,cmpdsynonym,mw,mf,polararea,complexity,xlogp,heavycnt,hbonddonor,hbondacc,rotbonds,inchi,isosmiles,inchikey,iupacname,meshheadings,annothits,annothitcnt,aids,cidcdate,sidsrcname,depcatg,annotation
134160242,Homo-PROTAC pVHL30 degrader 1,"Homo-PROTAC pVHL30 degrader 1|CM 11|2244684-49-7|N1,N20-bis((S)-1-((2S,4R)-4-Hydroxy-2-((4-(4-methylthiazol-5-yl)benzyl)carbamoyl)pyrrolidin-1-yl)-3,3-dimethyl-1-oxobutan-2-yl)-3,6,9,12,15,18-hexaoxaicosanediamide|CM11|SCHEMBL23431331|EX-A5064|AKOS034834077|HY-111593|CS-0087823",1179.5,C58H82N8O14S2,335,1870,3.6,82,6,18,33,"InChI=1S/C58H82N8O14S2/c1-37-49(81-35-61-37)41-13-9-39(10-14-41)29-59-53(71)45-27-43(67)31-65(45)55(73)51(57(3,4)5)63-47(69)33-79-25-23-77-21-19-75-17-18-76-20-22-78-24-26-80-34-48(70)64-52(58(6,7)8)56(74)66-32-44(68)28-46(66)54(72)60-30-40-11-15-42(16-12-40)50-38(2)62-36-82-50/h9-16,35-36,43-46,51-52,67-68H,17-34H2,1-8H3,(H,59,71)(H,60,72)(H,63,69)(H,64,70)/t43-,44-,45+,46+,51-,52-/m1/s1",CC1=C(SC=N1)C2=CC=C(C=C2)CNC(=O)[C@@H]3C[C@H](CN3C(=O)[C@H](C(C)(C)C)NC(=O)COCCOCCOCCOCCOCCOCC(=O)N[C@H](C(=O)N4C[C@@H](C[C@H]4C(=O)NCC5=CC=C(C=C5)C6=C(N=CS6)C)O)C(C)(C)C)O,WGJCHHJGGFCCRS-DEYDLUNASA-N,"(2S,4R)-4-hydroxy-1-[(2S)-2-[[2-[2-[2-[2-[2-[2-[2-[[(2S)-1-[(2S,4R)-4-hydroxy-2-[[4-(4-methyl-1,3-thiazol-5-yl)phenyl]methylcarbamoyl]pyrrolidin-1-yl]-3,3-dimethyl-1-oxobutan-2-yl]amino]-2-oxoethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]acetyl]amino]-3,3-dimethylbutanoyl]-N-[[4-(4-methyl-1,3-thiazol-5-yl)phenyl]methyl]pyrrolidine-2-carboxamide",NULL,Literature|Patents,2,NULL,20180620,AbaChemScene|AbMole Bioscience|AKos Consulting & Solutions|BenchChem|BLD Pharm|Chem-Space.com Database|ChemShuttle|Excenen Pharmatech|Google Patents|MedChemexpress MCE|MolPort|SureChEMBL|TargetMol (Target Molecule Corp.)|Tocris Bioscience,Chemical Vendors|Curation Efforts|Legacy Depositors|Research and Development,NULL
141507298,PROTAC BRD4 Degrader-2,PROTAC BRD4 Degrader-2|CHEMBL4633500|BDBM50539093|HY-133136|CS-0112161,757.8,C40H39N9O7,185,1480,1.7,56,2,10,11,"InChI=1S/C40H39N9O7/c1-23-36(24(2)56-44-23)26-12-13-32-29(18-26)37(25-8-5-4-6-9-25)49(40(54)46(32)3)20-27-19-47(45-43-27)16-17-55-22-35(51)41-31-11-7-10-28-30(31)21-48(39(28)53)33-14-15-34(50)42-38(33)52/h4-13,18-19,33,37H,14-17,20-22H2,1-3H3,(H,41,51)(H,42,50,52)",CC1=C(C(=NO1)C)C2=CC3=C(C=C2)N(C(=O)N(C3C4=CC=CC=C4)CC5=CN(N=N5)CCOCC(=O)NC6=CC=CC7=C6CN(C7=O)C8CCC(=O)NC8=O)C,LSXNGBATZZFCNR-UHFFFAOYSA-N,"2-[2-[4-[[6-(3,5-dimethyl-1,2-oxazol-4-yl)-1-methyl-2-oxo-4-phenyl-4H-quinazolin-3-yl]methyl]triazol-1-yl]ethoxy]-N-[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-4-yl]acetamide",NULL,Classification|Patents,2,NULL,20191206,AbaChemScene|BindingDB|ChEMBL|MedChemexpress MCE|PATENTSCOPE (WIPO),Chemical Vendors|Curation Efforts|Governmental Organizations|Research and Development,NULL
145712396,PROTAC BRD2/BRD4 degrader-1,PROTAC BRD2/BRD4 degrader-1|CHEMBL4633483|HY-130612|CS-0109474,766.8,C39H38N6O9S,209,1620,3.4,55,4,11,14,"InChI=1S/C39H38N6O9S/c1-44-28-14-13-26(43-55(52,53)31-11-4-3-10-30(31)54-2)24-20-22(21-25(34(24)28)37(44)49)12-16-32(46)41-19-6-5-18-40-27-9-7-8-23-35(27)39(51)45(38(23)50)29-15-17-33(47)42-36(29)48/h3-4,7-11,13-14,20-21,29,40,43H,5-6,12,15-19H2,1-2H3,(H,41,46)(H,42,47,48)",CN1C2=C3C(=CC(=CC3=C(C=C2)NS(=O)(=O)C4=CC=CC=C4OC)CCC(=O)NCCCCNC5=CC=CC6=C5C(=O)N(C6=O)C7CCC(=O)NC7=O)C1=O,DCPKSVYPNGBDSB-UHFFFAOYSA-N,"N-[4-[[2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindol-4-yl]amino]butyl]-3-[6-[(2-methoxyphenyl)sulfonylamino]-1-methyl-2-oxobenzo[cd]indol-4-yl]propanamide",NULL,Classification|Patents,2,NULL,20191231,AbaChemScene|ChEMBL|MedChemexpress MCE|PATENTSCOPE (WIPO),Chemical Vendors|Curation Efforts|Governmental Organizations|Research and Development,NULL
146026178,PROTAC FKBP Degrader-3,PROTAC FKBP Degrader-3|HY-135345|CS-0111726,1295.5,C68H90N6O17S,299,2250,7.7,92,4,19,36,"InChI=1S/C68H90N6O17S/c1-11-51(48-35-57(84-8)61(86-10)58(36-48)85-9)65(79)73-27-13-12-17-52(73)67(81)91-54(24-20-44-21-25-55(82-6)56(33-44)83-7)47-15-14-16-50(34-47)90-41-59(76)69-26-28-87-29-30-88-31-32-89-40-60(77)72-63(68(3,4)5)66(80)74-39-49(75)37-53(74)64(78)70-38-45-18-22-46(23-19-45)62-43(2)71-42-92-62/h14-16,18-19,21-23,25,33-36,42,49,51-54,63,75H,11-13,17,20,24,26-32,37-41H2,1-10H3,(H,69,76)(H,70,78)(H,72,77)/t49-,51+,52+,53+,54?,63-/m1/s1",CC[C@@H](C1=CC(=C(C(=C1)OC)OC)OC)C(=O)N2CCCC[C@H]2C(=O)OC(CCC3=CC(=C(C=C3)OC)OC)C4=CC(=CC=C4)OCC(=O)NCCOCCOCCOCC(=O)N[C@H](C(=O)N5C[C@@H](C[C@H]5C(=O)NCC6=CC=C(C=C6)C7=C(N=CS7)C)O)C(C)(C)C,CCQROXFLIRBPGZ-DCXOQVPBSA-N,"[3-(3,4-dimethoxyphenyl)-1-[3-[2-[2-[2-[2-[2-[[(2S)-1-[(2S,4R)-4-hydroxy-2-[[4-(4-methyl-1,3-thiazol-5-yl)phenyl]methylcarbamoyl]pyrrolidin-1-yl]-3,3-dimethyl-1-oxobutan-2-yl]amino]-2-oxoethoxy]ethoxy]ethoxy]ethylamino]-2-oxoethoxy]phenyl]propyl] (2S)-1-[(2S)-2-(3,4,5-trimethoxyphenyl)butanoyl]piperidine-2-carboxylate",NULL,NULL,NA,NULL,20200430,AbaChemScene|BenchChem|MedChemexpress MCE|MolPort,Chemical Vendors,NULL
54764406,PROTAC ERalpha Degrader-2,PROTAC ERalpha Degrader-2|CHEMBL2151739|AKOS037653374|HY-111846|CS-0093244,764,C42H61N5O8,194,1260,4.1,55,6,10,20,"InChI=1S/C42H61N5O8/c1-27(2)23-36(46-41(52)39(50)35(43)24-28-7-5-4-6-8-28)40(51)45-18-20-54-22-21-53-19-17-44-38(49)26-55-47-37-14-13-34-33-11-9-29-25-30(48)10-12-31(29)32(33)15-16-42(34,37)3/h4-8,10,12,25,27,32-36,39,48,50H,9,11,13-24,26,43H2,1-3H3,(H,44,49)(H,45,51)(H,46,52)/b47-37+/t32-,33-,34+,35-,36+,39+,42+/m1/s1",CC(C)C[C@@H](C(=O)NCCOCCOCCNC(=O)CO/N=C/1\\CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=C3C=CC(=C4)O)C)NC(=O)[C@H]([C@@H](CC5=CC=CC=C5)N)O,MMDOSMHAAYKBET-UTCZBAMKSA-N,"(2S)-2-[[(2S,3R)-3-amino-2-hydroxy-4-phenylbutanoyl]amino]-N-[2-[2-[2-[[2-[(E)-[(8R,9S,13S,14S)-3-hydroxy-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-ylidene]amino]oxyacetyl]amino]ethoxy]ethoxy]ethyl]-4-methylpentanamide",NULL,Biological Test Results|Classification,2,690790,20120116,AbaChemScene|AKos Consulting & Solutions|BenchChem|ChEMBL|MedChemexpress MCE|MolPort|Thomson Pharma,Chemical Vendors|Curation Efforts|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services,NULL
131988582,PROTAC BET-binding moiety 1,"PROTAC BET-binding moiety 1|SCHEMBL19438842|TQR1035|AKOS037653349|HY-107451|CS-0028510|2093387-77-8|4-((3-Cyclopropyl-1-ethyl-1H-pyrazol-5-yl)amino)-7-(3,5-dimethylisoxazol-4-yl)-6-methoxy-9H-pyrimido[4,5-b]indole-2-carboxylic acid|C1(CC1)C1=NN(C(=C1)NC1=NC(=NC=2NC3=CC(=C(C=C3C=21)OC)C=1C(=NOC=1C)C)C(=O)O)CC",487.5,C25H25N7O4,144,817,4.1,36,3,9,7,"InChI=1S/C25H25N7O4/c1-5-32-19(10-16(30-32)13-6-7-13)27-23-21-14-9-18(35-4)15(20-11(2)31-36-12(20)3)8-17(14)26-22(21)28-24(29-23)25(33)34/h8-10,13H,5-7H2,1-4H3,(H,33,34)(H2,26,27,28,29)",CCN1C(=CC(=N1)C2CC2)NC3=NC(=NC4=C3C5=CC(=C(C=C5N4)C6=C(ON=C6C)C)OC)C(=O)O,DSICVZUZCUHARI-UHFFFAOYSA-N,"4-[(5-cyclopropyl-2-ethylpyrazol-3-yl)amino]-7-(3,5-dimethyl-1,2-oxazol-4-yl)-6-methoxy-9H-pyrimido[4,5-b]indole-2-carboxylic acid",NULL,Patents,1,NULL,20180129,A2B Chem|AA BLOCKS|AbaChemScene|AKos Consulting & Solutions|BenchChem|Chem-Space.com Database|ChemShuttle|Google Patents|MedChemexpress MCE|MolPort|PATENTSCOPE (WIPO)|SureChEMBL|TargetMol (Target Molecule Corp.),Chemical Vendors|Curation Efforts|Governmental Organizations|Legacy Depositors|Research and Development,NULL
134817208,Btk protac 10,BTK PROTAC 10,977,C47H54F2N8O13,267,1750,2.8,70,4,18,26,"InChI=1S/C47H54F2N8O13/c48-30-8-12-37(34(49)27-30)70-32-9-6-29(7-10-32)41-40(43(51)59)42(50)57(54-41)31-3-2-15-55(28-31)47(63)69-26-25-68-24-23-67-22-21-66-20-19-65-18-17-64-16-14-52-35-5-1-4-33-39(35)46(62)56(45(33)61)36-11-13-38(58)53-44(36)60/h1,4-10,12,27,31,36,52H,2-3,11,13-26,28,50H2,(H2,51,59)(H,53,58,60)/t31-,36?/m0/s1",C1C[C@@H](CN(C1)C(=O)OCCOCCOCCOCCOCCOCCNC2=CC=CC3=C2C(=O)N(C3=O)C4CCC(=O)NC4=O)N5C(=C(C(=N5)C6=CC=C(C=C6)OC7=C(C=C(C=C7)F)F)C(=O)N)N,XXNGOJVDXDGATG-BRKUKBBPSA-N,"2-[2-[2-[2-[2-[2-[[2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindol-4-yl]amino]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethyl (3S)-3-[5-amino-4-carbamoyl-3-[4-(2,4-difluorophenoxy)phenyl]pyrazol-1-yl]piperidine-1-carboxylate",NULL,NULL,0,NULL,20181002,DC Chemicals,Chemical Vendors,NULL
137045944,SMARCA-BD ligand 1 for Protac,"SMARCA-BD ligand 1 for Protac|2-(6-azanyl-5-piperazin-4-ium-1-yl-pyridazin-3-yl)phenol|FX5|SMARCABD|2-(6-amino-5-(piperazin-|SCHEMBL18038799|US10308614, Example 7|BDBM394406|HY-44012|CS-0101049|NC1=C(C=C(N=N1)C1=C(C=CC=C1)O)N1CCNCC1",271.32,C14H17N5O,87.3,310,0.3,20,3,6,2,"InChI=1S/C14H17N5O/c15-14-12(19-7-5-16-6-8-19)9-11(17-18-14)10-3-1-2-4-13(10)20/h1-4,9,16,20H,5-8H2,(H2,15,18)",C1CN(CCN1)C2=CC(=NN=C2N)C3=CC=CC=C3O,SZKHGLTYXIDOFH-UHFFFAOYSA-N,2-(6-amino-5-piperazin-1-ylpyridazin-3-yl)phenol,NULL,Biomolecular Interactions and Pathways|Literature|Patents,3,NULL,20190125,A2B Chem|AA BLOCKS|AbaChemScene|BenchChem|BindingDB|Chem-Space.com Database|Google Patents|MedChemexpress MCE|MolPort|Nature Chemical Biology|NCBI Structure|PATENTSCOPE (WIPO)|Protein Data Bank in Europe (PDBe)|SureChEMBL|TargetMol (Target Molecule Corp.)|Thieme Chemistry,Chemical Vendors|Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services,NULL
137319718,PROTAC BET degrader-2,PROTAC BET degrader-2|2093388-33-9|CHEMBL4224983|AKOS037653369|HY-114228|CS-0080216,770.8,C41H42N10O6,202,1520,4.4,57,4,11,12,"InChI=1S/C41H42N10O6/c1-5-51-32(18-28(48-51)23-11-12-23)44-37-35-25-17-31(56-4)26(34-20(2)49-57-21(34)3)16-29(25)43-36(35)46-38(47-37)40(54)42-15-7-9-22-8-6-10-24-27(22)19-50(41(24)55)30-13-14-33(52)45-39(30)53/h6,8,10,16-18,23,30H,5,7,9,11-15,19H2,1-4H3,(H,42,54)(H,45,52,53)(H2,43,44,46,47)",CCN1C(=CC(=N1)C2CC2)NC3=NC(=NC4=C3C5=CC(=C(C=C5N4)C6=C(ON=C6C)C)OC)C(=O)NCCCC7=C8CN(C(=O)C8=CC=C7)C9CCC(=O)NC9=O,LKCUEUQTTCOYPW-UHFFFAOYSA-N,"4-[(5-cyclopropyl-2-ethylpyrazol-3-yl)amino]-7-(3,5-dimethyl-1,2-oxazol-4-yl)-N-[3-[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-4-yl]propyl]-6-methoxy-9H-pyrimido[4,5-b]indole-2-carboxamide",NULL,Biological Test Results|Classification|Biological Test Results: Active|Biological Test Results: Micromolar,4,1387719|1387720|1387747|1387748|1387749,20190128,A2B Chem|AA BLOCKS|AbaChemScene|AKos Consulting & Solutions|BenchChem|BOC Sciences|Chem-Space.com Database|ChEMBL|CSNpharm|DC Chemicals|MedChemexpress MCE|MolPort|TargetMol (Target Molecule Corp.),Chemical Vendors|Curation Efforts|Legacy Depositors|Research and Development,NULL
138693144,PROTAC ER Degrader-4,PROTAC ER Degrader-4|CHEMBL4476831|SCHEMBL21068257|BDBM50502988|HY-135309|CS-0111216|2361114-15-8,1005.2,C53H67F3N6O8S,196,1720,7.3,71,4,14,22,"InChI=1S/C53H67F3N6O8S/c1-31-23-39-38-11-9-10-12-42(38)59-46(39)47(62(31)29-53(7,8)56)45-40(54)25-37(26-41(45)55)70-22-21-68-18-17-67-19-20-69-28-44(64)60-49(52(4,5)6)51(66)61-27-36(63)24-43(61)50(65)58-32(2)34-13-15-35(16-14-34)48-33(3)57-30-71-48/h9-16,25-26,30-32,36,43,47,49,59,63H,17-24,27-29H2,1-8H3,(H,58,65)(H,60,64)/t31-,32+,36-,43+,47-,49-/m1/s1",C[C@@H]1CC2=C([C@H](N1CC(C)(C)F)C3=C(C=C(C=C3F)OCCOCCOCCOCC(=O)N[C@H](C(=O)N4C[C@@H](C[C@H]4C(=O)N[C@@H](C)C5=CC=C(C=C5)C6=C(N=CS6)C)O)C(C)(C)C)F)NC7=CC=CC=C27,WNWBHGDKGOSOKU-QIINAUKOSA-N,"(2S,4R)-1-[(2S)-2-[[2-[2-[2-[2-[3,5-difluoro-4-[(1R,3R)-2-(2-fluoro-2-methylpropyl)-3-methyl-1,3,4,9-tetrahydropyrido[3,4-b]indol-1-yl]phenoxy]ethoxy]ethoxy]ethoxy]acetyl]amino]-3,3-dimethylbutanoyl]-4-hydroxy-N-[(1S)-1-[4-(4-methyl-1,3-thiazol-5-yl)phenyl]ethyl]pyrrolidine-2-carboxamide",NULL,Classification|Patents,2,NULL,20190720,AbaChemScene|BindingDB|BLD Pharm|ChEMBL|MedChemexpress MCE|PATENTSCOPE (WIPO)|SureChEMBL,Chemical Vendors|Curation Efforts|Governmental Organizations|Research and Development,NULL
138694806,PROTAC IRAK4 ligand-1,PROTAC IRAK4 ligand-1|SCHEMBL21070011|HY-129967|CS-0108938,612.6,C29H27F3N6O6,153,1050,4.3,44,2,12,10,"InChI=1S/C29H27F3N6O6/c1-28(2,3)44-27(42)37(13-16-4-5-16)22-12-18(10-11-33-22)25-35-21(15-43-25)24(39)34-20-14-38(36-23(20)29(30,31)32)19-8-6-17(7-9-19)26(40)41/h6-12,14-16H,4-5,13H2,1-3H3,(H,34,39)(H,40,41)",CC(C)(C)OC(=O)N(CC1CC1)C2=NC=CC(=C2)C3=NC(=CO3)C(=O)NC4=CN(N=C4C(F)(F)F)C5=CC=C(C=C5)C(=O)O,OGQQZVUJIJYUID-UHFFFAOYSA-N,"4-[4-[[2-[2-[cyclopropylmethyl-[(2-methylpropan-2-yl)oxycarbonyl]amino]pyridin-4-yl]-1,3-oxazole-4-carbonyl]amino]-3-(trifluoromethyl)pyrazol-1-yl]benzoic acid",NULL,Patents,1,NULL,20190720,AbaChemScene|Google Patents|MedChemexpress MCE|PATENTSCOPE (WIPO)|SureChEMBL,Chemical Vendors|Curation Efforts|Governmental Organizations|Research and Development,NULL
138911384,PROTAC MDM2 Degrader-2,PROTAC MDM2 Degrader-2|HY-128841|CS-0100639,1391.2,C70H76Cl4N10O12,226,2460,8.9,96,2,14,25,"InChI=1S/C70H76Cl4N10O12/c1-43(2)95-57-37-53(91-5)23-25-55(57)67-77-63(45-7-15-49(71)16-8-45)65(47-11-19-51(73)20-12-47)83(67)69(89)81-31-29-79(61(87)41-81)39-59(85)75-27-33-93-35-36-94-34-28-76-60(86)40-80-30-32-82(42-62(80)88)70(90)84-66(48-13-21-52(74)22-14-48)64(46-9-17-50(72)18-10-46)78-68(84)56-26-24-54(92-6)38-58(56)96-44(3)4/h7-26,37-38,43-44,63-66H,27-36,39-42H2,1-6H3,(H,75,85)(H,76,86)/t63-,64-,65+,66+/m1/s1",CC(C)OC1=C(C=CC(=C1)OC)C2=N[C@@H]([C@@H](N2C(=O)N3CCN(C(=O)C3)CC(=O)NCCOCCOCCNC(=O)CN4CCN(CC4=O)C(=O)N5[C@H]([C@H](N=C5C6=C(C=C(C=C6)OC)OC(C)C)C7=CC=C(C=C7)Cl)C8=CC=C(C=C8)Cl)C9=CC=C(C=C9)Cl)C1=CC=C(C=C1)Cl,WZLSSHVSGKCEKQ-AKOOKZATSA-N,"2-[4-[(4R,5S)-4,5-bis(4-chlorophenyl)-2-(4-methoxy-2-propan-2-yloxyphenyl)-4,5-dihydroimidazole-1-carbonyl]-2-oxopiperazin-1-yl]-N-[2-[2-[2-[[2-[4-[(4R,5S)-4,5-bis(4-chlorophenyl)-2-(4-methoxy-2-propan-2-yloxyphenyl)-4,5-dihydroimidazole-1-carbonyl]-2-oxopiperazin-1-yl]acetyl]amino]ethoxy]ethoxy]ethyl]acetamide",NULL,NULL,NA,NULL,20190902,AbaChemScene|BenchChem|MedChemexpress MCE|MolPort,Chemical Vendors,NULL
139035048,PROTAC Mcl1 degrader-1,"PROTAC Mcl1 degrader-1|CHEMBL4460727|2163793-38-0|Mcl-1 Degrader C3|BDBM50505351|HY-125877|CS-0102617|N1-(2-(6-((4-Bromophenyl)thio)-1,3-dioxo-1H-benzo[de]isoquinolin-2(3H)-yl)ethyl)-N6-(6-((2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-4-yl)amino)hexyl)adipamide",909.8,C45H45BrN6O8S,217,1660,6,61,4,10,19,"InChI=1S/C45H45BrN6O8S/c46-27-15-17-28(18-16-27)61-35-21-19-32-39-29(35)9-7-10-30(39)42(57)51(43(32)58)26-25-49-37(54)14-4-3-13-36(53)48-24-6-2-1-5-23-47-33-12-8-11-31-40(33)45(60)52(44(31)59)34-20-22-38(55)50-41(34)56/h7-12,15-19,21,34,47H,1-6,13-14,20,22-26H2,(H,48,53)(H,49,54)(H,50,55,56)",C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)NCCCCCCNC(=O)CCCCC(=O)NCCN4C(=O)C5=C6C(=C(C=C5)SC7=CC=C(C=C7)Br)C=CC=C6C4=O,BORXNUWYWZOREQ-UHFFFAOYSA-N,"N'-[2-[6-(4-bromophenyl)sulfanyl-1,3-dioxobenzo[de]isoquinolin-2-yl]ethyl]-N-[6-[[2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindol-4-yl]amino]hexyl]hexanediamide",NULL,Classification,1,NULL,20190930,A2B Chem|AA BLOCKS|AbaChemScene|BindingDB|BLD Pharm|Chem-Space.com Database|ChEMBL|MedChemexpress MCE|MolPort|TargetMol (Target Molecule Corp.)|THE BioTek,Chemical Vendors|Curation Efforts|Legacy Depositors|Research and Development,NULL
141488040,PROTAC BRD4-binding moiety 1,PROTAC BRD4-binding moiety 1|HY-107442|CS-0028498,371.4,C23H21N3O2,49.6,623,3.5,28,0,3,3,"InChI=1S/C23H21N3O2/c1-5-13-26-22(17-9-7-6-8-10-17)19-14-18(21-15(2)24-28-16(21)3)11-12-20(19)25(4)23(26)27/h1,6-12,14,22H,13H2,2-4H3",CC1=C(C(=NO1)C)C2=CC3=C(C=C2)N(C(=O)N(C3C4=CC=CC=C4)CC#C)C,ZKJVDZJHVLJOKO-UHFFFAOYSA-N,"6-(3,5-dimethyl-1,2-oxazol-4-yl)-1-methyl-4-phenyl-3-prop-2-ynyl-4H-quinazolin-2-one",NULL,Names and Identifiers|Patents,2,NULL,20191206,AbaChemScene|MedChemexpress MCE|PATENTSCOPE (WIPO),Chemical Vendors|Governmental Organizations,NULL
146673078,PROTAC BRD4 Degrader-5,"PROTAC BRD4 Degrader-5|EX-A3958|HY-133737|CS-0130208|(2S,4R)-1-((S)-2-(tert-butyl)-17-((S)-4-(4-chlorophenyl)-2,3,9-trimethyl-6H-thieno[3,2-f][1,2,4]triazolo[4,3-a][1,4]diazepin-6-yl)-4,16-dioxo-6,9,12-trioxa-3,15-diazaheptadecan-1-oyl)-4-hydroxy-N-((S)-1-(4-(4-methylthiazol-5-yl)phenyl)ethyl)pyrrolidine-2-carboxamide|2409538-70-9",1016.7,C50H62ClN9O8S2,268,1790,5.4,70,4,14,21,"InChI=1S/C50H62ClN9O8S2/c1-28-31(4)70-49-42(28)43(34-13-15-36(51)16-14-34)55-38(46-58-57-32(5)60(46)49)24-40(62)52-17-18-66-19-20-67-21-22-68-26-41(63)56-45(50(6,7)8)48(65)59-25-37(61)23-39(59)47(64)54-29(2)33-9-11-35(12-10-33)44-30(3)53-27-69-44/h9-16,27,29,37-39,45,61H,17-26H2,1-8H3,(H,52,62)(H,54,64)(H,56,63)/t29-,37+,38-,39-,45+/m0/s1",CC1=C(SC2=C1C(=N[C@H](C3=NN=C(N32)C)CC(=O)NCCOCCOCCOCC(=O)N[C@H](C(=O)N4C[C@@H](C[C@H]4C(=O)N[C@@H](C)C5=CC=C(C=C5)C6=C(N=CS6)C)O)C(C)(C)C)C7=CC=C(C=C7)Cl)C,SLPWRCRRHVRNRM-BEGQQDOQSA-N,"(2S,4R)-1-[(2S)-2-[[2-[2-[2-[2-[[2-[(9S)-7-(4-chlorophenyl)-4,5,13-trimethyl-3-thia-1,8,11,12-tetrazatricyclo[8.3.0.02,6]trideca-2(6),4,7,10,12-pentaen-9-yl]acetyl]amino]ethoxy]ethoxy]ethoxy]acetyl]amino]-3,3-dimethylbutanoyl]-4-hydroxy-N-[(1S)-1-[4-(4-methyl-1,3-thiazol-5-yl)phenyl]ethyl]pyrrolidine-2-carboxamide",NULL,NULL,0,NULL,20200702,AbaChemScene|ChemShuttle|Excenen Pharmatech|MedChemexpress MCE,Chemical Vendors,NULL
54764407,PROTAC AR Degrader-4,"PROTAC AR Degrader-4|CHEMBL2151741|AKOS037653397|HY-111848|CS-0093246|17beta-[[8-[[N-[(2S,3R)-3-Amino-2-hydroxy-4-phenylbutyryl]-L-leucyl]amino]-3,6-dioxaoctane-1-yloxy]acetoxy]-5alpha-androstane-3-one",770,C43H67N3O9,176,1280,4.8,55,4,10,21,"InChI=1S/C43H67N3O9/c1-28(2)24-36(46-41(51)39(49)35(44)25-29-8-6-5-7-9-29)40(50)45-18-19-52-20-21-53-22-23-54-27-38(48)55-37-13-12-33-32-11-10-30-26-31(47)14-16-42(30,3)34(32)15-17-43(33,37)4/h5-9,28,30,32-37,39,49H,10-27,44H2,1-4H3,(H,45,50)(H,46,51)/t30-,32-,33-,34-,35+,36-,37-,39-,42-,43-/m0/s1",CC(C)C[C@@H](C(=O)NCCOCCOCCOCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CCC(=O)C4)C)C)NC(=O)[C@H]([C@@H](CC5=CC=CC=C5)N)O,YNDJPWSVYYRNTJ-MEXKHVBFSA-N,"[(5S,8R,9S,10S,13S,14S,17S)-10,13-dimethyl-3-oxo-1,2,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl] 2-[2-[2-[2-[[(2S)-2-[[(2S,3R)-3-amino-2-hydroxy-4-phenylbutanoyl]amino]-4-methylpentanoyl]amino]ethoxy]ethoxy]ethoxy]acetate",NULL,Biological Test Results|Classification,2,690789,20120116,AbaChemScene|AKos Consulting & Solutions|ChEMBL|Japan Chemical Substance Dictionary (Nikkaji)|MedChemexpress MCE|Thomson Pharma,Chemical Vendors|Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services,NULL
126696039,PROTAC RIPK degrader-6,PROTAC RIPK degrader-6|SCHEMBL18640013|HY-111870|CS-0093291|2089205-64-9|S1C=NC2=C1C=CC(=C2)NC1=CC=NC2=CC(=C(C=C12)S(=O)(=O)C(C)(C)C)OCCOCCOCCOCCOCC(=O)NC1=C2CN(C(C2=CC=C1)=O)C1C(NC(CC1)=O)=O,889,C43H48N6O11S2,250,1650,3,62,3,15,21,"InChI=1S/C43H48N6O11S2/c1-43(2,3)62(54,55)38-22-29-32(46-27-7-9-37-34(21-27)45-26-61-37)11-12-44-33(29)23-36(38)60-20-19-58-16-15-56-13-14-57-17-18-59-25-40(51)47-31-6-4-5-28-30(31)24-49(42(28)53)35-8-10-39(50)48-41(35)52/h4-7,9,11-12,21-23,26,35H,8,10,13-20,24-25H2,1-3H3,(H,44,46)(H,47,51)(H,48,50,52)",CC(C)(C)S(=O)(=O)C1=CC2=C(C=CN=C2C=C1OCCOCCOCCOCCOCC(=O)NC3=CC=CC4=C3CN(C4=O)C5CCC(=O)NC5=O)NC6=CC7=C(C=C6)SC=N7,BRZGXSNAXRPPFI-UHFFFAOYSA-N,"2-[2-[2-[2-[2-[4-(1,3-benzothiazol-5-ylamino)-6-tert-butylsulfonylquinolin-7-yl]oxyethoxy]ethoxy]ethoxy]ethoxy]-N-[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-4-yl]acetamide",NULL,Patents,1,NULL,20170422,A2B Chem|AA BLOCKS|AbaChemScene|BenchChem|Google Patents|MedChemexpress MCE|MolPort|SureChEMBL,Chemical Vendors|Curation Efforts|Research and Development,NULL
